#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession	Assembly Accession	Reference	FTP Path	Pubmed ID	Strain
Spiroplasma turonicum	216946	PRJNA291635	291635	Terrabacteria group	Tenericutes	1.26137	24.2	chromosome:NZ_CP012328.1/CP012328.1	-	1	1121	1083	2015/08/07	2021/01/24	Complete Genome	Beltsville Agricultural Research Center	SAMN03948565	GCA_001262715.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/262/715/GCA_001262715.1_ASM126271v1	26586899	Tab4c
Anaeromassilibacillus senegalensis	1673717	PRJEB9776	288876	Terrabacteria group	Firmicutes	3.51175	52.9	-	CWIP01	12	3129	3027	2015/07/03	2021/03/19	Scaffold	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA3750678	GCA_001261775.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/261/775/GCA_001261775.1_Anaeromassilibacillus_senegalense	-	mt9
Vulgatibacter incomptus	1391653	PRJNA291649	291649	Proteobacteria	delta/epsilon subdivisions	4.35055	68.9	chromosome:NZ_CP012332.1/CP012332.1	-	1	3694	3545	2015/08/07	2021/02/28	Complete Genome	IMTECH-CSIR	SAMN03951128	GCA_001263175.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/263/175/GCA_001263175.1_ASM126317v1	-	DSM 27710
Labilithrix luteola	1391654	PRJNA291650	291650	Proteobacteria	delta/epsilon subdivisions	12.1915	66.1	chromosome:NZ_CP012333.1/CP012333.1	-	1	10610	10366	2015/08/07	2021/02/28	Complete Genome	IMTECH-CSIR	SAMN03951129	GCA_001263205.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/263/205/GCA_001263205.1_ASM126320v1	-	DSM 27648
Acetobacterium bakii	52689	PRJEB21929	436275	Terrabacteria group	Firmicutes	4.31918	41.3	-	UHJK01	2	4045	3876	2018/07/30	2021/03/19	Scaffold	Korea Advanced Institute of Science and technology	SAMEA104357893	GCA_900235925.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/235/925/GCA_900235925.1_ABAKI	-	Acetobacterium bakii
Thermincola ferriacetica	281456	PRJNA289023	289023	Terrabacteria group	Firmicutes	3.17873	45.7	-	LGTE01	78	3165	3065	2015/08/10	2021/03/19	Scaffold	Swette Center for Environmental Biotechnology	SAMN03840759	GCA_001263415.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/263/415/GCA_001263415.1_ASM126341v1	26404602	Z-0001
Corynebacterium riegelii	156976	PRJNA290807	290807	Terrabacteria group	Actinobacteria	2.56372	60.5	chromosome:NZ_CP012342.1/CP012342.1	-	1	2440	2335	2015/08/10	2020/12/17	Chromosome	UCSF	SAMN03897721	GCA_001263755.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/263/755/GCA_001263755.1_ASM126375v1	-	PUDD_83A45
Clostridium homopropionicum	36844	PRJEB17289	351459	Terrabacteria group	Firmicutes	3.64483	31.1	-	FOOL01	41	3608	3459	2016/10/31	2021/03/19	Scaffold	DOE - JOINT GENOME INSTITUTE	SAMN04488501	GCA_900113195.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/195/GCA_900113195.1_IMG-taxon_2622736521_annotated_assembly	-	DSM 5847
Microcystis panniformis FACHB-1757	1638788	PRJNA277430	277430	Terrabacteria group	Cyanobacteria/Melainabacteria group	5.68684	42.4	chromosome:CP011339.1	-	1	6263	5974	2015/08/11	2016/02/23	Complete Genome	Wuxi Environmental Monitoring Centre & Southeast University	SAMN03392520	GCA_001264245.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/264/245/GCA_001264245.1_ASM126424v1	-	FACHB-1757
Wolbachia endosymbiont of Operophtera brumata	1620420	PRJNA276497	276497	Proteobacteria	Alphaproteobacteria	1.12105	34.1	-	JYPC01	120	1101	984	2015/08/11	2021/01/24	Scaffold	Wageningen University	SAMN03375746	GCA_001266585.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/266/585/GCA_001266585.1_ASM126658v1	26227816	Ob_Wba
Marinobacter subterrani	1658765	PRJNA284629	284629	Proteobacteria	Gammaproteobacteria	4.45361	58.9	-	LFBU01	2	4221	4076	2015/07/02	2020/12/10	Contig	University of Minnesota	SAMN03731189	GCA_001045555.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/045/555/GCA_001045555.1_ASM104555v1	-	JG233
Oblitimonas alkaliphila	1697053	PRJNA291610	291610	Proteobacteria	Gammaproteobacteria	2.2944	47.4	chromosome:NZ_CP012362.1/CP012362.1	-	1	2201	2111	2015/08/13	2021/01/06	Complete Genome	CDC	SAMN03946922	GCA_001267255.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/267/255/GCA_001267255.1_ASM126725v1	26679585	D3318
Spiroplasma litorale	216942	PRJNA253651	253651	Terrabacteria group	Tenericutes	1.22552	24.9	chromosome:NZ_CP012357.1/CP012357.1	-	1	1151	1114	2015/08/13	2021/01/18	Complete Genome	Academia Sinica	SAMN03938703	GCA_001267155.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/267/155/GCA_001267155.1_ASM126715v1	26430038	TN-1
Erwinia iniecta	1560201	PRJNA263303	263303	Proteobacteria	Gammaproteobacteria	4.78353	52.8	-	JRXE01	92	4430	4218	2015/08/14	2021/03/08	Scaffold	Colorado State University	SAMN03098356	GCA_001267535.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/267/535/GCA_001267535.1_ASM126753v1	26198254	B120
candidate division Zixibacteria bacterium RBG-1	1379698	PRJNA208744	208744	FCB group	candidate division Zixibacteria	2.12277	41.9	-	AUYT01	1	1906	1906	2013/08/14	2014/01/08	Contig	University of California, Berkeley	SAMN02471618	GCA_000447245.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/447/245/GCA_000447245.1_RBG_1	-	-
Fabibacter sp. 4D4	1889784	PRJNA338728	338728	FCB group	Bacteroidetes/Chlorobi group	4.57737	41.7	-	MDGP01	4	4016	3961	2016/09/28	2020/08/17	Contig	The University of Tokyo	SAMN05567581	GCA_001747095.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/747/095/GCA_001747095.1_ASM174709v1	-	4D4
Pseudomonas thivervalensis	86265	PRJEB15833	347748	Proteobacteria	Gammaproteobacteria	6.60408	61.2	chromosome I:NZ_LT629691.1/LT629691.1	-	1	5815	5645	2016/10/20	2020/12/13	Chromosome	DOE - JOINT GENOME INSTITUTE	SAMN04490204	GCA_900102295.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/295/GCA_900102295.1_IMG-taxon_2639762509_annotated_assembly	-	BS3779
Streptomyces azureus	146537	PRJDB3912	291492	Terrabacteria group	Actinobacteria	8.79021	70.9	-	BBYS01	350	8158	7580	2015/07/29	2021/01/24	Scaffold	Microbial Genetics Division, Institute of Genetic Resources, Faculty of Agriculture, Kyushu University	SAMD00031377	GCA_001270025.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/270/025/GCA_001270025.1_Sazu_1.0	26494661	ATCC 14921
Bacteroidales bacterium 6E	1688776	PRJDB4072	290874	FCB group	Bacteroidetes/Chlorobi group	4.43654	45.5	-	BBZD01	25	3674	3629	2015/08/13	2015/10/16	Scaffold	National Institute of Advanced Industrial Science and Technology (AIST)	SAMD00035483	GCA_001270045.2	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/270/045/GCA_001270045.2_ASM127004v2	26450736	6E
Streptomyces antibioticus	1890	PRJNA299224	299224	Terrabacteria group	Actinobacteria	10.1459	70.7	-	LMWQ01	29	9239	8910	2016/01/13	2020/05/09	Scaffold	Bielefeld University	SAMN04193346	GCA_001514065.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/514/065/GCA_001514065.1_ASM151406v1	-	DSM 40234
Nitrospira moscoviensis	42253	PRJNA283178	283178	Nitrospirae	Nitrospira	4.58948	62	chromosome:NZ_CP011801.1/CP011801.1	-	1	4543	4470	2015/08/25	2021/02/08	Complete Genome	University of Vienna	SAMN03702441	GCA_001273775.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/273/775/GCA_001273775.1_ASM127377v1	26305944	NSP M-1
miscellaneous Crenarchaeota group-1 archaeon SG8-32-1	1685124	PRJNA270657	270657	TACK group	Candidatus Bathyarchaeota	1.07846	36.7	-	LFWU01	164	1234	1117	2015/08/21	2017/05/08	Contig	University of Texas	SAMN03793025	GCA_001273345.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/273/345/GCA_001273345.1_ASM127334v1	26626228	SG8-32-1
miscellaneous Crenarchaeota group-1 archaeon SG8-32-3	1685125	PRJNA270657	270657	TACK group	Candidatus Bathyarchaeota	0.668322	44	-	LFWV01	47	704	640	2015/08/21	2017/05/08	Contig	University of Texas	SAMN03793026	GCA_001273335.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/273/335/GCA_001273335.1_ASM127333v1	26626228	SG8-32-3
miscellaneous Crenarchaeota group archaeon SMTZ1-55	1685133	PRJNA270657	270657	TACK group	Candidatus Bathyarchaeota	1.257	55	-	LFWX01	128	1283	1122	2015/08/21	2017/05/08	Scaffold	University of Texas	SAMN03793028	GCA_001273375.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/273/375/GCA_001273375.1_ASM127337v1	26626228	SMTZ1-55
miscellaneous Crenarchaeota group-6 archaeon AD8-1	1685126	PRJNA270657	270657	TACK group	Candidatus Bathyarchaeota	1.58381	32.4	-	LFWW01	83	1697	1505	2015/08/21	2017/05/08	Contig	University of Texas	SAMN03793027	GCA_001273385.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/273/385/GCA_001273385.1_ASM127338v1	26626228	AD8-1
miscellaneous Crenarchaeota group-15 archaeon DG-45	1685127	PRJNA270657	270657	TACK group	Candidatus Bathyarchaeota	1.42327	62.1	-	LFWZ01	77	1495	1314	2015/08/21	2017/05/08	Scaffold	University of Texas	SAMN03793030	GCA_001273415.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/273/415/GCA_001273415.1_ASM127341v1	26626228	DG-45
miscellaneous Crenarchaeota group archaeon SMTZ-80	1685135	PRJNA270657	270657	TACK group	Candidatus Bathyarchaeota	1.51019	34.5	-	LFWY01	60	1493	1369	2015/08/21	2017/05/08	Contig	University of Texas	SAMN03793029	GCA_001273495.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/273/495/GCA_001273495.1_ASM127349v1	26626228	SMTZ-80
Jiangella muralis	702383	PRJNA288523	288523	Terrabacteria group	Actinobacteria	7.26616	72.3	-	LFXL01	76	6674	6473	2015/08/19	2021/02/28	Scaffold	Yunnan Institute of Microbiology	SAMN03801508	GCA_001270745.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/270/745/GCA_001270745.1_ASM127074v1	-	DSM 45357
Sunxiuqinia dokdonensis	1409788	PRJNA263321	263321	FCB group	Bacteroidetes/Chlorobi group	4.96283	45.5	-	LGIA01	225	4229	4108	2015/08/19	2021/02/22	Contig	KRIBB	SAMN03107533	GCA_001270965.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/270/965/GCA_001270965.1_ASM127096v1	24385350	DH1
Persicobacter sp. CCB-QB2	1561025	PRJNA263536	263536	FCB group	Bacteroidetes/Chlorobi group	3.87463	42.5	-	LBGV01	2	3344	3080	2015/08/26	2020/06/03	Contig	Universiti Sains Malaysia	SAMN03103716	GCA_001274635.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/274/635/GCA_001274635.1_ASM127463v1	-	CCB-QB2
Sporosarcina globispora	1459	PRJNA291106	291106	Terrabacteria group	Firmicutes	5.67395	40.5	-	LGUF01	21	5752	5357	2015/08/26	2021/01/24	Scaffold	Fujian Academy of Agricultural Sciences	SAMN03940005	GCA_001274725.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/274/725/GCA_001274725.1_ASM127472v1	26494677	DSM 4
Vibrio hepatarius	171383	PRJNA563078	563078	Proteobacteria	Gammaproteobacteria	4.60021	46.4	-	VTYD01	61	4327	4211	2020/05/18	2020/05/20	Contig	Oregon State University	SAMN12668390	GCA_013114105.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/114/105/GCA_013114105.1_ASM1311410v1	-	070516A
Vibrio xuii	170661	PRJNA291738	291738	Proteobacteria	Gammaproteobacteria	6.2979	44.7	-	LHPK01	3243	7496	7324	2015/08/26	2015/08/26	Contig	Technical University of Denmark	SAMN03952450	GCA_001274855.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/274/855/GCA_001274855.1_ASM127485v1	-	DSM 17185
Corynebacterium lactis RW2-5	1408189	PRJNA222474	222474	Terrabacteria group	Actinobacteria	2.76974	60.5	chromosome:NZ_CP006841.1/CP006841.1	-	1	2492	2370	2015/08/26	2020/05/08	Complete Genome	Bielefeld University	SAMN04012704	GCA_001274895.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/274/895/GCA_001274895.1_ASM127489v1	-	RW2-5
Alkalihalobacillus okuhidensis	136160	PRJNA293253	293253	Terrabacteria group	Firmicutes	4.09528	43.5	-	LILD02	119	4104	3923	2015/08/26	2020/10/28	Contig	Fujian Academy of Agricultural Sciences	SAMN03999407	GCA_001274915.2	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/274/915/GCA_001274915.2_ASM127491v2	-	DSM 13666
Priestia koreensis	284581	PRJNA293250	293250	Terrabacteria group	Firmicutes	4.60358	40.1	-	LILC01	42	4798	4653	2015/08/26	2020/05/08	Contig	Fujian Academy of Agricultural Sciences	SAMN03999406	GCA_001274935.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/274/935/GCA_001274935.1_ASM127493v1	-	DSM 16467
Viridibacillus arvi	263475	PRJNA293249	293249	Terrabacteria group	Firmicutes	4.75857	35.5	-	LILB01	19	4602	4424	2015/08/26	2020/05/08	Scaffold	Fujian Academy of Agricultural Sciences	SAMN03999405	GCA_001274945.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/274/945/GCA_001274945.1_ASM127494v1	-	DSM 16317
Peribacillus butanolivorans	421767	PRJNA480542	480542	Terrabacteria group	Firmicutes	5.56835	38.2	chromosome:NZ_CP030926.1/CP030926.1	-	1	5373	5110	2018/08/15	2020/07/20	Complete Genome	Shanghai Jiao Tong University	SAMN09638240	GCA_003410415.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/410/415/GCA_003410415.1_ASM341041v1	-	PHB-7a
Hapalosiphon sp. MRB220	1704290	PRJNA293405	293405	Terrabacteria group	Cyanobacteria/Melainabacteria group	7.42972	40.2	-	LIRN01	115	6272	6011	2015/08/27	2021/01/10	Scaffold	Singapore-MIT Alliance for Research and Technology	SAMN04002543	GCA_001275395.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/275/395/GCA_001275395.1_ASM127539v1	-	MRB220
Achromatium sp. WMS2	1604835	PRJNA273490	273490	Proteobacteria	Gammaproteobacteria	2.81355	43.3	-	JXSN01	777	2701	2203	2015/08/31	2015/09/01	Contig	Pennsylvania State University	SAMN03292484	GCA_001276605.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/276/605/GCA_001276605.1_ASM127660v1	26322031	WMS2
Planktothricoides sp. FACHB-1370	2692853	PRJNA598298	598298	Terrabacteria group	Cyanobacteria/Melainabacteria group	6.99852	43.5	-	JACJSK01	126	6024	5646	2020/09/22	2021/03/12	Contig	South China Normal University	SAMN13702687	GCA_014698175.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/698/175/GCA_014698175.1_ASM1469817v1	32943748	FACHB-1370
Corynebacterium deserti GIMN1.010	931089	PRJNA222609	222609	Terrabacteria group	Actinobacteria	3.03389	55.2745	chromosome:NZ_CP009220.1/CP009220.1; plasmid pCdes1:NZ_CP009221.1/CP009221.1; plasmid pCdes2:NZ_CP009222.1/CP009222.1	-	3	2816	2646	2015/09/02	2020/12/11	Complete Genome	Bielefeld University	SAMN02950576	GCA_001277995.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/277/995/GCA_001277995.1_ASM127799v1	-	GIMN1.010
Flavobacterium akiainvivens	1202724	PRJNA294108	294108	FCB group	Bacteroidetes/Chlorobi group	4.53302	43.8	-	LIYD01	5	4080	3987	2015/09/02	2021/01/24	Scaffold	University of Hawaii at Manoa	SAMN04015015	GCA_001278115.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/278/115/GCA_001278115.1_ASM127811v1	26494668	IK-1
Candidatus Phytoplasma pruni	479893	PRJNA283111	283111	Terrabacteria group	Tenericutes	0.598511	27.2	-	LHCF01	46	581	447	2015/09/01	2021/01/18	Contig	Beltsville Agricultural Research Center	SAMN03603757	GCA_001277135.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/277/135/GCA_001277135.1_ASM127713v1	26472824	CX
Microbacterium chocolatum	84292	PRJNA463448	463448	Terrabacteria group	Actinobacteria	3.59239	70	-	QTTU01	6	3402	3314	2018/08/14	2020/08/07	Scaffold	DOE Joint Genome Institute	SAMN09075524	GCA_003386675.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/386/675/GCA_003386675.1_ASM338667v1	-	1320
Pantoea septica	472695	PRJEB4277	218495	Proteobacteria	Gammaproteobacteria	4.54808	59.1	-	CCAQ01	37	4275	4149	2014/03/18	2020/07/16	Contig	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA3138967	GCA_000612605.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/612/605/GCA_000612605.1_FF5	26568786	FF5
Caballeronia cordobensis	1353886	PRJEB12481	309803	Proteobacteria	Betaproteobacteria	8.2081	63.7	-	FCNY02	74	7625	7479	2016/01/28	2021/01/16	Contig	LM-UGent	SAMEA3731257	GCA_001544575.2	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/544/575/GCA_001544575.2_ASM154457v2	-	LMG 27620
Lysinibacillus contaminans	1293441	PRJNA288620	288620	Terrabacteria group	Firmicutes	4.10031	37.4	-	LGRV01	9	3923	3777	2015/09/04	2020/05/08	Scaffold	Fujian Academy of Agricultural Sciences	SAMN03835250	GCA_001278945.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/278/945/GCA_001278945.1_ASM127894v1	-	DSM 25560
Streptomyces caelestis	36816	PRJNA616589	616589	Terrabacteria group	Actinobacteria	8.93609	71	-	JACHNE01	1	8111	7549	2020/08/14	2020/08/17	Contig	DOE Joint Genome Institute	SAMN14502444	GCA_014205255.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/205/255/GCA_014205255.1_ASM1420525v1	-	DSM 40084
Asanoa ferruginea	53367	PRJNA460963	460963	Terrabacteria group	Actinobacteria	9.07191	70.8	-	QUMQ01	1	8454	8194	2018/08/14	2020/05/12	Contig	DOE Joint Genome Institute	SAMN09071162	GCA_003387075.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/387/075/GCA_003387075.1_ASM338707v1	-	DSM 44099
Cobetia amphilecti	1055104	PRJNA259325	259325	Proteobacteria	Gammaproteobacteria	3.96501	62.5	-	JQJA01	97	3394	3242	2014/09/11	2020/04/08	Contig	G.B. Elyakov Pacific Institute of Bioorganic Chemistry, Far Eastern Branch, Russian Academy of Sciences	SAMN03003781	GCA_000754225.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/754/225/GCA_000754225.1_ASM75422v1	-	KMM 296
Euryhalocaulis caribicus	1161401	PRJNA201651	201651	Proteobacteria	Alphaproteobacteria	3.32309	63.9	-	ASJA01	39	3282	3204	2013/06/18	2021/03/10	Contig	Xiamen University	SAMN02053529	GCA_000412185.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/412/185/GCA_000412185.1_jl2009	23929464	JL2009
Nosocomiicoccus massiliensis	1232430	PRJEB33885	559126	Terrabacteria group	Firmicutes	1.50973	36.5	-	CABKSY01	154	1649	1537	2019/08/12	2020/08/31	Contig	EMG	SAMEA5850952	GCA_902375165.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/375/165/GCA_902375165.1_MGYG-HGUT-01449	-	MGYG-HGUT-01449
Megasphaera massiliensis	1232428	PRJEB645	181976	Terrabacteria group	Firmicutes	2.73749	50.2	-	CAVO01	28	2564	2403	2013/06/04	2020/11/25	Scaffold	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA2271970	GCA_000455225.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/455/225/GCA_000455225.1_Megasphaera_massiliensis	-	NP3
Halopiger goleimassiliensis	1293048	PRJEB1780	208026	Euryarchaeota	Stenosarchaea group	3.90636	66.1	-	CBMB01	3	3853	3762	2013/06/18	2020/11/25	Scaffold	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA2272090	GCA_000455345.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/455/345/GCA_000455345.1_Halgo	-	IIH3
Halopiger djelfimassiliensis	1293047	PRJEB1777	208025	Euryarchaeota	Stenosarchaea group	3.77655	64.2	-	CBMA01	6	3752	3604	2013/06/18	2020/11/25	Scaffold	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA2272053	GCA_000455365.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/455/365/GCA_000455365.1_HdjelfamassiliensisIIH2	-	IIH2
Bacillus massiliogorillae	1243664	PRJEB623	179333	Terrabacteria group	Firmicutes	5.45107	35	-	CAVL02	12	5225	5026	2013/04/18	2020/11/25	Scaffold	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA2272460	GCA_000380245.2	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/380/245/GCA_000380245.2_ASM38024v2	-	G2
[Clostridium] dakarense	1301100	PRJEB1853	205011	Terrabacteria group	Firmicutes	3.73576	28	-	CBTZ01	257	3763	3450	2013/10/15	2021/03/19	Scaffold	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA3138818	GCA_000499525.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/499/525/GCA_000499525.1_Clostridium_dakarense_01	-	FF1
Mangrovimonas sp. ST2L15	1645916	PRJNA281691	281691	FCB group	Bacteroidetes/Chlorobi group	3.55654	36.2	-	LBIQ01	56	3164	3102	2015/09/09	2020/12/11	Contig	UNIVERSITI SAINS MALAYSIA	SAMN03494315	GCA_001280515.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/280/515/GCA_001280515.1_ASM128051v1	-	ST2L15
Bartonella florencae	928210	PRJEB228	171825	Proteobacteria	Alphaproteobacteria	2.05351	38.7	-	CALU01	89	1787	1596	2012/08/17	2020/12/16	Scaffold	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA2272606	GCA_000312525.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/312/525/GCA_000312525.1_ASM31252v1	-	R4
Photorhabdus heterorhabditis	880156	PRJNA294361	294361	Proteobacteria	Gammaproteobacteria	4.87892	42.2	-	LJCS01	262	4411	4058	2015/09/10	2021/01/18	Contig	University of Witwatersrand	SAMN04023336	GCA_001280945.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/280/945/GCA_001280945.1_ASM128094v1	26514768	VMG
Lachnospiraceae bacterium oral taxon 500	712991	PRJNA282954	282954	Terrabacteria group	Firmicutes	3.20138	45.3	chromosome:CP027241.1	-	1	2929	2798	2018/03/14	2018/03/16	Complete Genome	The Forsyth Institute	SAMN08439028	GCA_002999035.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/999/035/GCA_002999035.1_ASM299903v1	-	W11650
Spiroplasma cantharicola	362837	PRJNA253642	253642	Terrabacteria group	Tenericutes	1.17958	25	chromosome:NZ_CP012622.1/CP012622.1	-	1	1050	1013	2015/09/11	2021/01/18	Complete Genome	Academia Sinica	SAMN03955382	GCA_001281045.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/281/045/GCA_001281045.1_ASM128104v1	26494686	CC-1
Apilactobacillus apinorum	1218495	PRJNA270968	270968	Terrabacteria group	Firmicutes	1.46024	34.9	-	JXCT01	9	1383	1316	2015/09/11	2021/02/01	Scaffold	Uppsala university	SAMN03275710	GCA_001281175.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/281/175/GCA_001281175.1_ASM128117v1	25953738	Fhon13
Anaerococcus provencensis	938293	PRJEB85	169194	Terrabacteria group	Firmicutes	2.26594	33.7	-	CAJU02	8	2153	2022	2012/06/14	2020/11/25	Scaffold	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA2272478	GCA_000312365.2	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/312/365/GCA_000312365.2_ASM31236v2	-	9402080
Candidatus Thioglobus singularis PS1	1125411	PRJNA229178	229178	Proteobacteria	Gammaproteobacteria	1.71415	37.4	chromosome:NZ_CP006911.1/CP006911.1	-	1	1755	1697	2015/09/14	2021/01/18	Complete Genome	University of Washington	SAMN04054243	GCA_001281385.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/281/385/GCA_001281385.1_ASM128138v1	26494659	PS1
Bartonella ancashensis	1318743	PRJNA248888	248888	Proteobacteria	Alphaproteobacteria	1.46769	38.4	chromosome:NZ_CP010401.1/CP010401.1	-	1	1291	1188	2015/09/14	2021/01/18	Complete Genome	Walter Reed Army Institute of Research	SAMN02803869	GCA_001281405.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/281/405/GCA_001281405.1_ASM128140v1	26543106	20.00
